# resolution=16
# scale=1.0
# transform=0,0,0
r,g,b,a
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
29,8,0,29
46,12,0,46
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
27,7,0,27
46,12,0,46
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
14,3,0,14
181,43,0,186
216,52,0,221
225,55,0,230
249,61,0,255
220,219,220,237
240,239,239,255
240,239,239,255
228,228,228,245
231,78,28,238
249,61,0,255
189,45,0,194
208,50,0,213
46,10,0,47
0,0,0,0
0,0,0,0
116,22,0,121
243,47,0,255
243,47,0,255
243,55,10,255
247,130,101,255
251,251,251,255
252,252,252,255
252,252,252,255
251,251,251,255
248,176,158,255
244,75,34,255
243,47,0,255
243,47,0,255
181,35,0,190
0,0,0,0
0,0,0,0
135,19,0,145
238,34,0,255
238,34,0,255
242,97,71,255
253,253,253,255
253,253,253,255
254,254,254,255
254,254,254,255
253,253,253,255
253,253,253,255
246,162,147,255
238,34,0,255
238,34,0,255
201,29,0,215
6,1,0,7
0,0,0,0
232,22,0,255
232,22,0,255
239,110,96,255
252,242,240,255
251,250,250,255
254,254,254,255
255,255,255,255
255,255,255,255
255,255,255,255
251,251,250,255
253,253,253,255
244,163,154,255
232,22,0,255
232,22,0,255
65,7,0,71
0,0,0,0
148,45,37,165
233,90,81,255
251,237,236,255
235,233,230,255
101,73,34,255
153,140,124,255
255,255,255,255
255,255,255,255
228,225,221,255
93,63,21,255
169,158,144,255
252,252,252,255
238,130,123,255
194,51,42,220
13,1,0,14
0,0,0,0
166,166,166,185
247,247,247,255
253,253,253,255
233,230,227,255
70,48,18,255
143,117,96,255
253,133,89,255
254,124,73,255
223,185,167,255
66,43,13,255
163,152,138,255
253,253,253,255
249,249,249,255
173,176,178,204
0,0,0,0
0,0,0,0
173,173,173,191
247,235,234,255
248,206,204,255
248,206,204,255
231,214,210,255
248,141,111,255
252,68,0,255
254,71,0,255
253,104,49,255
226,217,212,255
249,216,213,255
247,201,198,255
248,225,223,255
200,204,207,239
0,0,0,0
0,0,0,0
164,164,164,183
243,196,193,255
240,145,139,255
240,142,135,255
246,195,192,255
245,132,112,255
247,56,0,255
250,64,0,255
248,95,50,255
250,222,220,255
242,158,153,255
239,134,127,255
243,175,171,255
168,166,168,203
0,0,0,0
0,0,0,0
109,109,109,123
242,222,221,255
245,188,185,255
246,187,183,255
251,215,210,255
253,239,239,255
241,108,92,255
242,99,75,255
251,214,208,255
251,229,228,255
247,198,195,255
244,181,178,255
242,207,205,255
122,128,131,162
0,0,0,0
0,0,0,0
21,21,21,23
235,234,234,255
249,248,248,255
253,249,248,255
194,60,4,255
156,50,7,255
178,71,35,255
183,74,44,255
153,40,10,255
148,32,6,255
244,168,163,255
250,249,249,255
227,230,231,255
35,38,40,52
0,0,0,0
0,0,0,0
0,0,0,0
128,130,131,150
240,240,240,255
250,250,250,255
252,184,160,255
162,57,14,255
107,44,10,255
98,42,10,255
129,37,8,255
227,117,104,255
251,248,248,255
239,239,240,255
138,146,150,187
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
107,111,113,134
235,236,236,255
247,247,247,255
251,251,251,255
250,211,201,255
248,199,189,255
250,242,241,255
248,248,248,255
227,230,232,255
115,122,126,160
2,2,2,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
49,52,54,68
145,149,151,177
219,223,226,255
226,230,232,255
227,230,232,255
213,219,222,255
146,153,157,191
58,63,65,86
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
