# resolution=16
# scale=1.0
# transform=0,0,0
r,g,b,a
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
33,45,10,60
69,96,21,127
69,96,21,127
50,69,15,93
2,3,0,4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
82,113,25,150
139,192,43,255
139,192,43,255
139,192,43,255
139,192,43,255
120,165,37,220
24,34,7,45
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
47,75,16,119
139,192,43,255
139,192,43,255
139,192,43,255
139,192,43,255
139,192,43,255
139,192,43,255
129,179,40,238
2,3,0,4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
16,27,6,46
75,120,26,191
91,152,33,255
118,175,38,255
139,192,43,255
139,192,43,255
139,192,43,255
139,192,43,255
139,192,43,255
133,187,41,255
86,118,26,157
7,9,2,12
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,3
100,155,34,240
139,192,43,255
128,183,40,255
115,172,38,255
138,191,42,255
139,192,43,255
139,192,43,255
139,192,43,255
139,192,43,255
101,160,35,255
139,192,43,255
115,158,35,211
0,0,0,0
0,0,0,0
0,0,0,0
22,37,8,62
117,173,38,255
139,192,43,255
138,191,42,255
139,192,43,255
139,192,43,255
139,192,43,255
139,192,43,255
139,192,43,255
119,176,39,255
97,157,34,255
139,192,43,255
135,189,42,255
21,35,7,60
0,0,0,0
0,0,0,0
19,32,7,54
108,166,36,255
139,192,43,255
132,186,41,255
98,158,34,255
114,171,37,255
122,178,39,255
116,173,38,255
103,162,35,255
94,154,33,255
130,184,41,255
139,192,43,255
109,167,36,255
39,65,14,110
0,0,0,0
0,0,0,0
0,0,0,0
82,136,29,229
116,173,38,255
139,192,43,255
136,189,42,255
91,152,33,255
91,152,33,255
91,152,33,255
91,152,33,255
115,172,38,255
123,178,39,255
103,162,35,255
91,152,33,255
22,37,8,62
0,0,0,0
0,0,0,0
0,0,0,0
43,73,15,122
91,152,33,255
91,152,33,255
99,121,46,255
97,122,45,255
91,152,33,255
109,75,65,255
98,121,45,255
91,152,33,255
91,152,33,255
91,152,33,255
79,132,29,223
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7,13,2,22
82,137,29,231
91,152,33,255
92,147,35,255
107,80,62,255
98,120,46,255
109,75,65,255
95,133,40,255
91,152,33,255
91,152,33,255
79,132,28,222
16,26,5,44
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,4,1,8
42,71,15,119
67,112,24,188
65,93,27,176
110,75,65,244
125,85,74,255
81,66,45,188
71,54,41,168
17,29,6,48
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
100,68,60,191
134,91,80,255
105,72,62,234
5,3,3,12
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
101,69,60,194
134,91,80,255
38,25,22,74
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
125,85,74,240
134,91,80,255
33,22,20,63
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
86,59,51,166
98,66,58,187
17,12,10,33
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
