# resolution=16
# scale=1.0
# transform=0,0,0
r,g,b,a
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
35,43,48,48
72,88,98,99
93,113,126,127
93,113,126,127
81,98,110,111
47,58,65,65
1,1,2,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
122,144,159,160
186,226,253,255
186,226,253,255
186,226,253,255
186,226,253,255
186,226,253,255
186,226,253,255
157,186,205,207
9,11,12,13
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
88,99,106,106
232,246,255,255
208,235,254,255
142,189,212,255
135,184,207,255
135,184,207,255
138,187,209,255
188,224,246,255
232,246,255,255
148,164,174,175
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
34,41,46,46
133,162,181,183
220,240,254,255
232,246,255,255
231,245,255,255
164,205,226,255
119,171,192,255
119,171,192,255
143,189,211,255
226,243,254,255
232,246,255,255
232,246,255,255
154,188,210,212
57,69,78,78
0,0,0,0
0,0,0,0
146,178,199,201
186,226,253,255
206,234,253,255
232,246,255,255
232,246,255,255
230,245,254,255
185,218,237,255
164,205,225,255
227,244,254,255
232,246,255,255
232,246,255,255
219,240,254,255
186,226,253,255
186,226,253,255
7,8,9,10
0,0,0,0
151,183,205,207
186,226,253,255
188,227,253,255
232,246,255,255
232,246,255,255
232,246,255,255
214,215,218,255
194,182,179,255
232,246,255,255
232,246,255,255
232,246,255,255
199,231,253,255
186,226,253,255
186,226,253,255
11,14,15,16
0,0,0,0
151,183,205,207
186,226,253,255
186,226,253,255
214,238,254,255
232,246,255,255
211,210,212,255
190,112,70,255
209,132,64,255
193,170,161,255
232,246,255,255
226,243,254,255
186,226,253,255
186,226,253,255
186,226,253,255
11,14,15,16
0,0,0,0
151,183,205,207
186,226,253,255
186,226,253,255
193,229,253,255
213,235,248,254
172,183,185,255
236,152,68,255
222,116,64,255
192,116,82,255
192,221,236,255
201,232,252,255
186,226,253,255
186,226,253,255
186,226,253,255
11,14,15,16
0,0,0,0
151,183,205,207
186,226,253,255
186,226,253,255
186,226,253,255
186,226,253,255
186,226,253,255
185,111,77,255
179,96,59,255
192,206,219,255
186,226,253,255
186,226,253,255
186,226,253,255
186,226,253,255
186,226,253,255
11,14,15,16
0,0,0,0
151,183,205,207
186,226,253,255
186,226,253,255
186,226,253,255
186,226,253,255
199,201,199,255
233,144,67,255
222,117,64,255
202,175,167,255
186,226,253,255
186,226,253,255
186,226,253,255
186,226,253,255
186,226,253,255
11,14,15,16
0,0,0,0
151,183,205,207
186,226,253,255
186,226,253,255
186,226,253,255
186,226,253,255
211,148,118,255
223,117,64,255
233,144,67,255
229,147,78,255
186,226,253,255
186,226,253,255
186,226,253,255
186,226,253,255
186,226,253,255
11,14,15,16
0,0,0,0
151,183,205,207
186,226,253,255
186,226,253,255
186,226,253,255
186,226,253,255
227,157,91,255
232,142,67,255
222,115,64,255
226,128,65,255
186,224,250,255
186,226,253,255
186,226,253,255
186,226,253,255
186,226,253,255
11,14,15,16
0,0,0,0
151,183,205,207
186,226,253,255
186,226,253,255
186,226,253,255
186,226,253,255
222,116,65,255
224,120,64,255
235,151,68,255
227,129,65,255
190,212,229,255
186,226,253,255
186,226,253,255
186,226,253,255
186,226,253,255
11,14,15,16
0,0,0,0
151,183,205,207
186,226,253,255
186,226,253,255
186,226,253,255
186,226,253,255
235,151,68,255
226,128,65,255
222,115,64,255
231,140,67,255
197,211,212,255
186,226,253,255
186,226,253,255
186,226,253,255
186,226,253,255
11,14,15,16
0,0,0,0
57,69,78,78
93,113,126,127
93,113,126,127
93,113,126,127
93,113,126,127
159,82,46,183
173,105,50,191
174,106,50,191
166,86,48,191
100,100,103,131
93,113,126,127
93,113,126,127
93,113,126,127
80,98,109,110
0,0,0,0
