# resolution=16
# scale=1.0
# transform=0,0,0
r,g,b,a
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
149,56,54,149
167,63,61,167
70,26,26,70
230,87,84,230
224,85,82,224
20,7,7,20
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
79,30,29,79
255,97,94,255
255,97,94,255
255,97,94,255
255,97,94,255
255,97,94,255
63,24,23,63
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
87,33,32,87
250,95,92,250
252,107,104,255
240,158,156,255
239,160,159,255
240,154,153,255
251,110,108,255
206,78,76,206
4,1,1,4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
175,66,64,175
248,122,120,255
228,207,206,255
239,162,161,255
235,177,176,255
224,224,224,255
224,224,224,255
137,137,137,157
5,5,5,5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
43,16,16,43
238,133,113,246
253,104,101,255
193,81,79,255
248,95,92,255
228,206,205,255
224,224,224,255
224,224,224,255
152,152,152,173
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
14,10,0,14
158,117,1,161
245,182,1,249
251,184,4,255
254,111,79,255
44,43,44,255
214,86,84,255
236,189,188,255
237,237,237,255
224,224,224,255
224,224,224,255
116,116,116,132
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
139,86,4,141
220,142,5,223
211,137,4,214
245,147,17,248
253,130,54,255
242,93,91,255
249,118,115,255
225,218,218,255
239,239,239,255
224,224,224,255
224,224,224,255
221,221,221,252
27,27,27,30
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
36,14,13,36
255,97,94,255
254,99,96,255
228,205,205,255
232,232,232,255
224,224,224,255
224,224,224,255
224,224,224,255
235,235,235,255
224,224,224,255
143,143,143,163
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
124,47,45,124
255,97,94,255
254,100,97,255
224,224,224,255
243,243,243,255
224,224,224,255
236,236,236,255
224,224,224,255
239,239,239,255
224,224,224,255
219,219,219,250
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
55,21,20,55
240,99,97,242
237,168,167,255
224,224,224,255
224,224,224,255
224,224,224,255
230,230,230,255
228,228,228,255
224,224,224,255
224,224,224,255
224,224,224,255
62,62,62,70
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
129,129,129,147
224,224,224,255
224,224,224,255
224,224,224,255
224,224,224,255
224,224,224,255
224,224,224,255
224,224,224,255
224,224,224,255
224,224,224,255
134,134,134,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
112,112,112,127
182,182,182,235
210,210,210,255
224,224,224,255
211,211,211,255
223,223,223,255
224,224,224,255
214,214,214,255
224,224,224,255
170,170,170,223
186,186,186,230
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
56,56,56,69
25,25,25,36
100,100,100,138
209,209,209,255
96,96,96,139
185,185,185,241
209,209,209,252
78,78,78,113
183,183,183,234
28,28,28,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
30,30,30,42
0,0,0,0
14,14,14,20
52,52,52,72
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
