# resolution=16
# scale=1.0
# transform=0,0,0
r,g,b,a
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
14,24,5,41
37,61,13,103
45,76,16,127
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
28,46,10,78
35,60,13,100
0,0,0,0
0,0,0,0
14,24,5,41
75,119,26,190
91,152,33,255
91,152,33,255
78,130,28,218
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
87,142,31,232
90,151,32,254
3,5,1,9
7,13,2,22
115,168,37,244
114,170,38,255
91,152,33,255
91,152,33,255
40,67,14,113
0,0,0,0
0,0,0,0
62,104,22,175
69,116,25,195
27,45,9,76
0,0,0,0
12,20,4,34
123,177,40,255
91,152,33,255
24,40,8,67
54,87,19,140
120,175,39,255
91,152,33,255
91,152,33,255
86,143,31,241
4,7,1,12
0,0,0,0
0,0,0,0
45,76,16,127
98,157,34,255
91,152,33,255
46,77,16,129
22,38,8,63
128,182,41,255
91,152,33,255
34,57,12,95
78,123,27,195
93,153,33,255
91,152,33,255
86,144,31,242
19,32,7,54
0,0,0,0
0,0,0,0
0,0,0,0
44,74,16,125
120,175,39,255
91,152,33,255
91,152,33,255
26,44,9,74
113,170,37,255
91,152,33,255
29,48,10,81
76,128,27,215
75,125,27,211
59,98,21,165
12,20,4,34
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
27,45,9,75
133,186,42,255
91,152,33,255
91,152,33,255
55,91,19,154
58,98,21,164
76,127,27,214
66,111,24,187
13,22,4,37
59,94,20,149
95,140,31,207
88,139,30,223
64,106,23,179
31,52,11,87
0,0,0,0
0,0,0,0
9,15,3,26
123,177,40,255
110,167,37,255
91,152,33,255
68,115,25,193
0,0,0,0
81,136,29,228
26,44,9,73
66,110,24,185
115,172,38,255
102,160,35,255
95,155,33,255
91,152,33,255
56,94,20,158
2,3,0,6
0,0,0,0
0,0,0,0
77,123,27,197
135,187,42,255
95,155,33,255
74,123,26,207
13,22,4,37
81,136,29,228
44,73,16,123
56,95,20,159
89,150,32,252
90,151,32,254
65,109,23,184
23,39,8,66
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9,15,3,25
80,127,27,201
97,157,34,255
69,115,25,193
57,96,20,161
31,53,11,89
0,0,0,0
6,10,2,18
21,35,7,59
3,5,1,10
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,7,1,12
60,100,21,168
82,138,30,232
7,13,2,21
81,127,28,199
125,179,40,255
127,181,41,255
98,158,34,255
73,122,26,205
32,53,11,89
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
50,83,18,140
71,119,25,200
67,112,24,188
95,155,33,255
96,156,34,255
91,152,33,255
91,152,33,255
91,152,33,255
91,152,33,255
67,112,24,188
4,7,1,11
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
42,70,15,118
74,124,26,208
0,0,0,0
2,3,0,6
77,129,28,216
91,152,33,255
91,152,33,255
91,152,33,255
91,152,33,255
72,121,26,203
23,38,8,64
0,0,0,0
0,0,0,0
0,0,0,0
46,77,16,129
73,123,26,207
67,113,24,190
6,10,2,17
0,0,0,0
0,0,0,0
4,7,1,11
34,57,12,95
45,76,16,127
41,68,14,114
14,24,5,41
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
25,42,9,71
36,61,13,102
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
